Unnamed: 0,acc. date,type,operator,fat.,location,dmg,country,state,city,LAT,LNG
439,18 May 1973,Tupolev Tu-104B,"Aeroflot, East Siberia Civil Aviation Directorate",81,97 km W of Chita,dst,US,TX,Trinity,30.9415,-95.34707
481,11 Jul 1973,Boeing 707-345C,Varig,123,5 km W of Paris-Orly Airport (ORY),dst,FR,IDF,Paray-Vieille-Poste,48.73234,2.36625
490,22 Jul 1973,Boeing 707-321B,Pan American World Airways (Pan Am),78,"3 km NE off Papeete-Faaa Airport (PPT), Tahiti",dst,US,,,38.89037,-77.03196
497,31 Jul 1973,McDonnell Douglas DC-9-31,Delta Air Lines,88,"Boston-Logan International Airport, MA (BOS)",dst,US,OR,Portland,45.58834,-122.58838
506,13 Aug 1973,Sud Aviation SE-210 Caravelle 10R,Aviaco,85,3 km NE of La CoruÃ±a Airport (LCG),dst,US,,,38.89037,-77.03196
512,18 Aug 1973,Antonov An-24B,Aeroflot / Azerbaijan,56,"4,3 km E of Baku-Bina International Airport (BAK)",dst,TH,,Muthi 3,18.77182,98.96902
547,30 Sep 1973,Tupolev Tu-104B,Aeroflot / Uzbekistan,108,10 km SW of Sverdlovsk-Koltsovo Airport (SVX),dst,US,,,38.89037,-77.03196
557,13 Oct 1973,Tupolev Tu-104B,Aeroflot / Georgia,122,17 km NW of Moskva-Domodedovo Airport (DME),dst,US,,,38.89037,-77.03196
609,16 Dec 1973,Tupolev Tu-124V,Aeroflot / Lithuania,51,near Karacharovo,w/o,RU,,Volokolamsk,55.74054,35.77087
618,22 Dec 1973,Sud Aviation SE-210 Caravelle VI-N,Royal Air Maroc - RAM,106,ca. 40 km E of Tangier-Boukhalef Airport (TNG),dst,US,,,38.89037,-77.03196
660,26 Jan 1974,Fokker F-28 Fellowship 1000,TÃ¼rk Hava Yollari - THY,66,Izmir-Cumaovasi Airport (ADB),dst,TR,,Menderes,38.25996,27.13023
663,30 Jan 1974,Boeing 707-321B,Pan American World Airways (Pan Am),97,"1,2 km SW of Pago Pago International Airport (PPG)",dst,US,MO,Kansas City,39.29924,-94.71473
681,3 Mar 1974,McDonnell Douglas DC-10-10,TÃ¼rk Hava Yollari - THY,346,Bois d'Ermenonville,dst,FR,HDF,Ver-sur-Launette,49.11102,2.68432
702,4 Apr 1974,Douglas DC-4,Wenela Air Services,78,"3,6 km from Francistown Airport (FRW)",dst,US,,,38.89037,-77.03196
710,22 Apr 1974,Boeing 707-321B,Pan American World Airways (Pan Am),107,68 km NW of Denpasar,dst,ID,,Denpasar,-8.67324,115.20338
712,27 Apr 1974,Ilyushin Il-18V,"Aeroflot, Leningrad Civil Aviation Directorate",109,"2,5 km E of Leningrad-Pulkovo Airport (LED)",dst,US,,,38.89037,-77.03196
795,8 Sep 1974,Boeing 707-331B,Trans World Airlines - TWA,88,"93 km W off Cephalonia, Greece",dst,US,,,38.89037,-77.03196
797,11 Sep 1974,McDonnell Douglas DC-9-31,Eastern Air Lines,72,"5,3 km S of Charlotte-Douglas Airport, NC (CLT)",dst,US,NC,Charlotte,35.22149,-80.94258
800,15 Sep 1974,Boeing 727-121C,Air Vietnam,75,near Phan Rang Air Base (PHA),dst,US,,,38.89037,-77.03196
846,20 Nov 1974,Boeing 747-130,Lufthansa,59,Nairobi International Airport (NBO),dst,KE,,Nairobi,-1.33091,36.92519
858,1 Dec 1974,Boeing 727-231,Trans World Airlines - TWA,92,"Upperville, VA",dst,US,VA,Upperville,38.99433,-77.88471
860,4 Dec 1974,Douglas DC-8-55F,Martinair Holland,191,Maskeliya,dst,LK,,Maskeliya,6.83638,80.57172
869,22 Dec 1974,McDonnell Douglas DC-9-14,AVENSA,75,32 km from Maturin,dst,VE,MO,Maturin,9.74774,-63.16661
952,16 Mar 1975,Fokker F-27 Friendship 400M,Lineas AÃ©reas del Estado - LADE,52,"35 km E of San Carlos de Bariloche International Airport, RN (BRC)",w/o,AR,RN,Bariloche,-41.14592,-71.16089
968,4 Apr 1975,Lockheed C-5A Galaxy,United States Air Force - USAF,138,4 km NE of Saigon-Tan Son Nhat International Airport (SGN),dst,VN,,Quận Tân Bình,10.81442,106.66525
1025,24 Jun 1975,Boeing 727-225,Eastern Air Lines,113,"New York-John F. Kennedy International Airport, NY (JFK)",dst,US,NY,New York,40.64461,-73.79436
1054,3 Aug 1975,Boeing 707-321C,Jordanian World Airways,188,near Amskroud,dst,MA,,Amskroud,30.53339,-9.32942
1067,20 Aug 1975,Ilyushin Il-62,CSA CeskoslovenskÃ© Aerolinie,126,17 km NE of Damascus International Airport (DAM),dst,US,CA,Los Angeles,33.94558,-118.3922
1102,30 Sep 1975,Tupolev Tu-154A,Malev Hungarian Airlines,60,10 km off Beirut International Airport (BEY),w/o,US,NY,Jamaica,40.64461,-73.79436
1115,27 Oct 1975,Convair CV-440-12,Transporte AÃ©reo Militar - TAM,67,Cerro Colorado,dst,PE,AR,Cerro Colorado,-16.31487,-71.58236
1116,30 Oct 1975,McDonnell Douglas DC-9-32,Inex-Adria Aviopromet,75,8 km NE of Praha-Ruzyne International Airport (PRG),dst,US,IL,Chicago,41.97981,-87.88204
1153,1 Jan 1976,Boeing 720-023B,Middle East Airlines - MEA,81,37 km NW of Al Qaysumah,dst,SA,,Hafr Al Batin,28.30273,46.11936
1157,3 Jan 1976,Tupolev Tu-124V,"Aeroflot, North Kavkaz Civil Aviation Directorate",67,7 km W of Moskva-Vnukovo Airport (VKO),dst,RU,,Moscow,55.61347,37.28363
1191,6 Mar 1976,Ilyushin Il-18E,Aeroflot / Armenia,111,near Verkhnyaya Khava,dst,RU,,Verkhnekhavskiy rayon,51.83993,39.94129
1233,15 May 1976,Antonov An-24RV,Aeroflot / Ukraine,52,15 km SE of Chernigov,dst,UA,,Chernihiv,51.49674,31.25424
1274,28 Jul 1976,Ilyushin Il-18V,CSA CeskoslovenskÃ© Aerolinie,76,"1,5 km NW of Bratislava-Ivanka Airport (BTS)",dst,SK,BL,Bratislava,48.16988,17.19936
1285,15 Aug 1976,Vickers 785D Viscount,SAETA,59,Chimborazo Volcano,w/o,EC,H,,-1.66382,-78.64088
1297,3 Sep 1976,Lockheed C-130H Hercules,Fuerza AÃ©rea Venezolana - FAV,68,"near Terceira-Lajes Airport, Azores (TER)",dst,PT,,Praia da Vitória,38.76335,-27.09912
1305,9 Sep 1976,Yakovlev Yak-40,"Aeroflot, North Kavkaz Civil Aviation Directorate",70,37 km S off Anapa [Black Sea],dst,RU,,Anapa,44.89549,37.32615
1306,9 Sep 1976,Antonov An-24RV,Aeroflot / Belarus,70,37 km S off Anapa [Black Sea],dst,RU,,Anapa,44.89549,37.32615
1309,10 Sep 1976,McDonnell Douglas DC-9-32,Inex-Adria Aviopromet,176,near Vrbovec,dst,HR,,Vrbovec,45.88381,16.41669
1310,10 Sep 1976,Hawker Siddeley HS-121 Trident 3B,British Airways,176,near Vrbovec,dst,HR,,Vrbovec,45.88381,16.41669
1314,19 Sep 1976,Boeing 727-2F2,TÃ¼rk Hava Yollari - THY,154,near Isparta,dst,TR,,Isparta,37.78318,30.54608
1324,6 Oct 1976,Douglas DC-8-43,Cubana de AviaciÃ³n,73,8 km W off Bridgetown International Airport (BGI),dst,ZA,,Matroosfontein,-33.96761,18.59211
1325,12 Oct 1976,Sud Aviation SE-210 Caravelle VI-N,Indian Airlines,95,Bombay-Santacruz Airport (BOM),dst,IN,MH,Mumbai,19.09562,72.85545
1328,13 Oct 1976,Boeing 707-131F,Lloyd AÃ©reo Boliviano - LAB,91,"0,6 km NW of Santa Cruz-El Trompillo Airport (SRZ)",dst,BO,S,San Pedro,-16.62546,-63.58259
1349,23 Nov 1976,NAMC YS-11A-500,Olympic Airways,50,19 km SE of Kozani-Philippos Airport (KZI),w/o,US,,,38.89037,-77.03196
1351,28 Nov 1976,Tupolev Tu-104B,"Aeroflot, Northern Civil Aviation Directorate",73,"near Klushino, Solnechnogorsky District",dst,RU,,Solnechnogorsk,56.03384,37.28123
1368,25 Dec 1976,Boeing 707-366C,EgyptAir,71,ca 2 km NE of Bangkok-Don Muang International Airport (BKK),w/o,TH,,Bangkok,13.92338,100.60375
1393,13 Jan 1977,Tupolev Tu-104A,"Aeroflot, Far East Civil Aviation Directorate",90,"3,5 km NE of Alma-Ata Airport (ALA)",dst,US,,,38.89037,-77.03196
1419,15 Feb 1977,Ilyushin Il-18V,Aeroflot / Uzbekistan,77,2 km S of Mineralnye Vody Airport (MRV),dst,RU,,Mineralnye Vody,44.21673,43.08735
1446,27 Mar 1977,Boeing 747-206B,KLM Royal Dutch Airlines,583,Tenerife-Los Rodeos International Airport (TCI),dst,US,CA,Los Angeles,33.95909,-118.38557
1447,27 Mar 1977,Boeing 747-121,Pan American World Airways (Pan Am),583,Tenerife-Los Rodeos International Airport (TCI),dst,US,CA,Los Angeles,33.95909,-118.38557
1457,4 Apr 1977,McDonnell Douglas DC-9-31,Southern Airways,72,"New Hope, GA",dst,US,GA,Dallas,33.95942,-84.78856
1505,27 May 1977,Ilyushin Il-62M,"Aeroflot, International Civil Aviation Directorate",67,"1,3 km SW of Havana-JosÃ© MartÃ­ International Airport (HAV)",dst,US,,,38.89037,-77.03196
